isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST NORTH 178 0
true false NORTH WEST 178 0
true false WEST WEST 177 10
true false WEST EAST 176 20
true false EAST NORTH 176 20
true false NORTH EAST 175 30
true false EAST SOUTH 175 30
true false SOUTH EAST 175 30
true false EAST EAST 175 30
true false EAST EAST 174 40
true false EAST SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH NORTH 173 50
true false NORTH WEST 173 50
true false WEST WEST 173 50
true false WEST EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH EAST 173 50
true false EAST WEST 173 50
true false WEST SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST NORTH 173 50
true false NORTH WEST 173 50
true false WEST SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST WEST 173 50
true false WEST EAST 172 60
true false EAST NORTH 172 60
true false NORTH EAST 172 60
true false EAST WEST 172 60
true false WEST EAST 172 60
true false EAST EAST 172 60
true false EAST EAST 172 60
true false EAST WEST 172 60
true false WEST EAST 172 60
true false EAST WEST 172 60
true false WEST EAST 172 60
true false EAST WEST 172 60
true false WEST WEST 172 60
true false WEST EAST 172 60
true false EAST EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH SOUTH 171 70
true false SOUTH EAST 171 70
true false EAST WEST 171 70
true false WEST SOUTH 171 70
true false SOUTH WEST 171 70
true false WEST EAST 171 70
true false EAST SOUTH 171 70
true false SOUTH EAST 171 70
true false EAST WEST 171 70
true false WEST SOUTH 171 70
true false SOUTH EAST 171 70
true false EAST SOUTH 171 70
true false SOUTH SOUTH 171 70
true false SOUTH WEST 171 70
true false WEST WEST 171 70
true false WEST EAST 171 70
true false EAST NORTH 171 70
true false NORTH EAST 171 70
true false EAST EAST 171 70
true false EAST NORTH 171 70
true false NORTH WEST 170 80
true false WEST SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH NORTH 170 80
true false NORTH EAST 170 80
true false EAST NORTH 169 90
true false NORTH EAST 169 90
true false EAST WEST 168 100
true false WEST WEST 168 100
true false WEST WEST 168 100
true false WEST EAST 168 100
true false EAST WEST 168 100
true false WEST WEST 168 100
true false WEST EAST 168 100
true false EAST NORTH 168 100
true false NORTH WEST 168 100
true false WEST WEST 168 100
true false WEST EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST NORTH 168 100
true false NORTH WEST 168 100
true false WEST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST EAST 168 100
true false EAST WEST 168 100
true false WEST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH SOUTH 168 100
true false SOUTH SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH SOUTH 168 100
true false SOUTH EAST 168 100
true false EAST WEST 168 100
true false WEST NORTH 168 100
true false NORTH WEST 168 100
true false WEST EAST 168 100
true false EAST NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST EAST 168 100
